ArticleId,SiteId,Date,Quantity,Price,CostPrice
165811,5,4/02/2019,-4,21.9,15.75
170936,5,21/04/2019,10,39,30.13
199219,5,29/12/2018,4,89,78.61
172551,8,25/03/2019,15,130.05,79.16
199219,8,27/01/2019,4,89,78.01
171979,5,1/10/2018,7,42.6,28.08
199219,5,26/02/2019,8,89,78.09
170069,6,2/08/2018,1,90.9,45.12
171979,6,22/03/2019,1,44.4,28.53
194516,8,21/03/2019,2,70.35,28.61
170069,8,23/09/2018,1,90.9,43.97
170295,6,26/08/2018,1,29.9,18.88
170069,5,28/11/2018,3,59.9,44.22
165811,4,9/11/2018,24,21.9,15.37
200838,4,15/03/2019,3,95,80.45
170295,6,23/09/2018,3,29.9,18.91
174022,6,28/04/2019,3,239,204.5
174022,4,2/02/2019,-3,259,194.03
199219,5,10/04/2019,4,89,76.73
200838,6,23/11/2018,1,95,85.53
194516,5,16/11/2018,4,38.7,27.34
172551,7,13/07/2019,4,92,79.97
171979,7,17/01/2019,5,43.5,28.11
199219,7,22/09/2018,3,82.5,76.7
172551,8,19/12/2018,15,90.5,81.81
167108,6,4/03/2019,5,27.9,18.56
167108,7,5/02/2019,-5,27.9,18.59
194516,8,13/02/2019,-2,39.79,27.2
167108,5,23/07/2018,2,24.9,18.52
194516,5,27/02/2019,1,46.9,28.28
165811,8,26/02/2019,8,21.9,15.75
170936,5,8/09/2018,13,39,30.06
172551,8,24/08/2018,29,90.5,81.47
174022,8,18/01/2019,3,239,189.3
167108,8,21/12/2018,18,27.9,18.6
165811,6,11/05/2019,29,21.9,15.84
170936,6,10/03/2019,6,39,30.13
200838,5,1/11/2018,11,95,85.53
176139,7,27/06/2019,1,197,141.85
170295,5,23/05/2019,20,24.5,15.8
170295,8,27/04/2019,9,24.5,15.79
165811,4,27/06/2019,2,21.9,15.83
170936,5,2/07/2019,5,39,32.21
194516,4,24/11/2018,8,38.7,27.34
170936,6,24/01/2019,4,39,28.05
172671,4,23/03/2019,1,19.9,10.9
174022,4,1/12/2018,20,229,189.51
174022,4,15/01/2019,9,239,191.01
171979,4,14/05/2019,4,50.4,54.12
200838,8,9/12/2018,2,95,85.74
167108,6,28/07/2019,5,26.9,18.58
167108,7,26/01/2019,1,27.9,18.61
172551,7,12/06/2019,14,92,83.1
167108,7,22/06/2019,3,26.9,18.58
200838,4,27/01/2019,12,87.9,81.39
172551,8,7/02/2019,-5,90.5,82.13
169281,5,23/05/2019,3,21.9,15.56
170295,4,25/06/2019,36,26,17.64
165811,4,17/01/2019,8,21.9,15.76
199219,7,19/07/2019,6,89,78.77
170936,5,17/02/2019,-6,39,30.13
172671,6,13/10/2018,4,19.9,10.02
169281,4,3/03/2019,2,21.9,15.31
165811,8,18/12/2018,8,21.9,15.74
172551,8,27/04/2019,1,93.5,79.21
172551,7,17/02/2019,-9,90.5,82.29
174022,5,7/11/2018,2,259,189.62
200838,4,25/08/2018,3,104,84.99
165811,5,10/10/2018,2,21.9,15.4
170295,8,9/04/2019,11,24.5,15.79
171979,5,18/04/2019,4,50.4,28.95
167108,5,24/01/2019,1,27.9,18.56
172551,4,14/02/2019,-12,90.5,82.37
200838,4,31/12/2018,4,87.9,81.97
172551,4,23/03/2019,8,86.7,78.32
172551,7,3/01/2019,5,93.9,82.29
176139,5,10/10/2018,3,214,151.32
174022,4,7/07/2018,14,229,194.07
174022,4,27/04/2019,3,239,204.35
169281,6,22/07/2018,2,34.7,18.49
170936,5,4/02/2019,-3,39,30.13
172551,7,16/03/2019,5,126.7,81.29
172551,4,27/10/2018,4,90.5,82.05
165811,7,23/08/2018,2,20.9,15.71
169281,8,14/07/2018,3,34.7,14.99
200838,5,15/04/2019,1,95,84.46
172551,4,26/07/2019,8,86.7,84.29
200838,5,19/05/2019,4,95,159.53
170069,4,26/07/2018,4,90.9,44.8
200838,4,23/02/2019,2,95,81.39
172671,5,24/10/2018,1,19.9,10.02
165811,7,21/02/2019,2,21.9,15.75
169281,5,21/12/2018,1,21.9,15.42
200838,5,11/09/2018,12,94.9,84.92
165811,6,28/11/2018,24,21.9,15.65
171979,8,23/07/2019,1,50.4,28.95
199219,8,13/07/2019,5,89,78.67
176139,5,30/03/2019,1,197,142
165811,7,1/11/2018,2,21.9,15.37
167108,8,17/08/2018,4,24.9,21.51
172551,7,5/05/2019,2,90.5,82.04
170936,5,17/07/2019,11,39,32.43
169281,7,13/04/2019,1,21.9,15.56
165811,4,19/07/2019,7,21.9,15.72
172551,5,17/07/2018,7,98.9,78.93
165811,6,27/03/2019,25,21.9,15.83
171979,4,12/07/2019,1,50.4,28.95
174022,6,2/01/2019,11,239,190.09
169281,6,27/05/2019,1,21.9,15.55
172551,6,9/02/2019,-12,90.5,83.04
174022,8,20/08/2018,1,239,190
172671,7,9/10/2018,2,19.9,10.02
169281,7,17/06/2019,2,21.9,16.23
174022,4,13/06/2019,12,239,200.34
167108,4,21/07/2018,17,24.9,18.57
170069,7,26/06/2019,4,59.9,43.48
199219,7,30/01/2019,5,89,77.32
194516,7,10/02/2019,-2,46.9,27.25
170295,8,15/12/2018,7,24.5,15.52
194516,7,28/07/2019,5,43.8,27.44
170936,4,11/05/2019,7,39,30.15
200838,7,15/02/2019,-2,95,81.29
200838,5,16/07/2019,5,95,86.02
170069,4,30/01/2019,1,59.9,45.4
165811,5,18/09/2018,28,20.9,15.72
172551,5,18/09/2018,3,98.9,81.84
170295,5,25/10/2018,1,24.5,16.14
200838,4,15/10/2018,3,95,85.53
199219,6,30/10/2018,17,89,78.31
171979,4,23/07/2019,5,50.4,28.95
170936,7,19/04/2019,1,39,30.13
199219,5,27/02/2019,7,89,78.09
167108,5,4/07/2019,2,26.9,18.58
200838,4,2/06/2019,5,95,84.82
176139,8,24/06/2019,3,197,141.85
170936,4,20/12/2018,10,39,30.08
172551,4,21/07/2019,18,86.7,84.29
170295,9,27/11/2018,1,25.73,15.84
167108,5,13/07/2018,2,24.9,18.52
171979,7,11/12/2018,2,45.6,28.48
172551,5,26/03/2019,10,86.7,80.14
165811,7,29/10/2018,1,21.9,15.37
172551,7,2/05/2019,26,90.5,82.04
194516,8,21/10/2018,10,34.5,27.19
172671,6,20/07/2018,3,20.9,10.59
172551,4,23/01/2019,3,98.9,82.48
169281,4,14/02/2019,-2,21.9,15.31
171979,5,22/09/2018,5,42.6,28.05
200838,4,15/05/2019,1,95,152.59
169281,7,20/04/2019,1,21.9,15.56
194516,4,16/09/2018,3,45.6,28.63
165954,7,14/04/2019,1,8.7,5.87
171979,4,27/05/2019,1,50.4,28.94
174022,5,22/07/2018,2,259,193.72
167108,7,5/07/2018,5,34.9,18.52
172551,5,18/10/2018,32,90.5,82.42
165811,5,30/06/2019,2,21.9,15.83
194516,6,16/05/2019,10,43.8,51.31
194516,5,18/11/2018,1,38.7,27.22
174022,4,12/03/2019,11,239,197.85
171979,8,27/03/2019,6,66.6,28.1
174022,4,17/07/2018,2,259,190
200838,5,15/08/2018,11,94.9,85.15
171979,4,30/03/2019,5,44.4,28.8
170936,7,17/07/2019,10,41.4,32.44
170936,4,26/08/2018,17,39,30.05
165811,8,27/01/2019,2,21.9,15.76
171979,8,5/04/2019,1,50.4,28.95
194516,4,27/05/2019,1,43.8,27.44
170936,7,1/08/2018,4,39,30.05
200838,5,16/03/2019,11,95,81.19
174022,4,22/12/2018,19,259,189.51
176139,7,23/04/2019,3,197,142
199219,5,5/12/2018,13,89,78.57
172551,7,18/07/2018,2,93.9,78.95
167108,6,22/09/2018,3,38.9,23.55
170936,5,26/09/2018,8,39,30.06
194516,8,12/07/2019,3,43.8,27.44
172551,7,30/07/2018,11,90.5,78.89
172551,4,18/11/2018,14,90.5,84.69
174022,6,24/07/2018,4,259,190.01
170295,6,7/11/2018,13,24.5,16.06
200838,8,21/07/2019,1,95,85.77
176139,5,22/05/2019,1,197,141.85
199219,7,29/08/2018,8,87.9,77.45
172551,4,9/09/2018,1,98.9,81.27
170936,5,20/05/2019,8,39,56.38
199219,7,26/11/2018,6,83.9,77.28
167108,5,17/06/2019,3,26.9,18.58
167108,7,7/05/2019,2,26.9,18.62
167108,6,18/11/2018,2,38.9,25.98
171979,7,21/01/2019,4,43.5,28.11
172551,7,8/06/2019,8,92,83.1
165811,5,7/04/2019,11,21.9,15.84
194516,7,13/07/2019,1,43.8,27.44
172551,6,3/11/2018,1,98.9,82.42
174022,5,4/02/2019,-1,259,188.02
174022,6,10/09/2018,2,259,191.78
170069,6,29/08/2018,1,58.9,44.84
194516,5,29/01/2019,21,37.8,27.26
194516,7,10/04/2019,7,43.8,27.63
199219,7,16/03/2019,4,124.6,76.42
167108,8,25/04/2019,1,26.9,18.62
170295,5,30/09/2018,9,29.9,16.55
174022,4,26/11/2018,11,259,189.83
165811,4,17/07/2018,29,20.9,15.6
165811,8,26/07/2019,3,21.9,15.77
165954,5,3/07/2018,3,11.3,7.01
171979,4,15/08/2018,1,49.6,28.66
165811,8,10/01/2019,4,21.9,15.76
176139,5,10/09/2018,4,214,152.67
169281,6,16/10/2018,6,21.9,15.54
169281,6,20/02/2019,1,21.9,15.17
194516,6,4/05/2019,1,43.8,27.44
174022,6,2/07/2019,3,239,200.01
169281,4,16/10/2018,3,21.9,15.55
165954,5,10/07/2018,3,11.3,7.01
170295,8,19/03/2019,6,36.75,15.78
170295,4,20/10/2018,8,24.5,16.08
199219,8,15/06/2019,15,89,78.67
170936,7,20/05/2019,5,41.4,56.38
170936,8,26/03/2019,10,58.5,30.13
200838,7,13/08/2018,9,94.9,84.85
172671,6,19/08/2018,1,19.9,10.05
199219,5,15/03/2019,5,89,77.18
170936,7,13/10/2018,8,39,30.06
167108,6,3/09/2018,1,30.3,23.55
167108,8,3/03/2019,1,41.85,18.56
174022,4,28/03/2019,1,266,199.61
176139,8,9/01/2019,1,199,141.27
165811,6,20/06/2019,58,21.9,15.83
199219,6,13/06/2019,11,89,78.43
194516,9,12/11/2018,6,47.88,27.92
165811,7,17/07/2018,3,20.9,15.6
174022,8,24/09/2018,6,229,198.89
172551,7,2/11/2018,9,93.9,82.42
169281,5,8/12/2018,1,21.9,15.42
172551,8,19/08/2018,5,93.9,81.47
199219,6,16/03/2019,14,89,77.16
199219,8,17/03/2019,18,133.5,77.13
167108,7,28/05/2019,4,26.9,18.62
174022,4,27/12/2018,5,259,189.51
165811,6,20/04/2019,15,21.9,15.84
176139,5,4/04/2019,1,197,142
172551,8,5/11/2018,1,93.9,82.42
172551,4,17/08/2018,12,98.9,80.74
170295,8,6/06/2019,1,26,17.28
200838,5,17/05/2019,13,95,159.53
171979,8,12/04/2019,3,50.4,28.95
199219,6,2/05/2019,6,89,77.65
170295,4,21/12/2018,45,24.5,15.6
170295,5,4/10/2018,12,24.5,16.14
170936,6,22/07/2018,1,39,30.05
174022,8,25/06/2019,2,239,199.86
170069,5,2/08/2018,3,90.9,44.75
194516,5,2/03/2019,2,46.9,28.39
199219,8,9/07/2018,6,87.9,77.77
200838,8,29/07/2019,3,95,85.77
172551,4,11/05/2019,18,90.5,80.98
170936,6,18/07/2019,6,39,32.4
167108,7,4/10/2018,6,24.9,18.6
171979,5,26/07/2019,3,50.4,28.95
169281,9,25/11/2018,1,23,15.73
165811,8,17/04/2019,15,21.9,15.84
172551,8,25/08/2018,19,90.5,81.47
172551,4,26/10/2018,4,90.5,82.05
169281,6,30/07/2019,11,21.9,15.54
172551,6,27/07/2018,25,90.5,79.59
194516,7,8/12/2018,3,46.9,27.94
200838,8,29/07/2018,1,95.9,85.73
165954,5,21/05/2019,28,8.7,5.87
170295,4,27/04/2019,23,24.5,15.79
171979,8,23/10/2018,2,42.6,28.11
167108,5,16/07/2018,6,24.9,18.52
167108,6,26/02/2019,2,27.9,18.56
172551,4,2/01/2019,2,98.9,82.78
194516,8,11/01/2019,3,46.9,28.07
172551,4,20/11/2018,4,90.5,84.69
170936,4,10/06/2019,12,39,30.64
200838,5,15/07/2019,8,95,86.02
170295,5,9/04/2019,19,24.5,15.79
172551,7,9/07/2018,13,86.7,79.94
167108,8,27/04/2019,2,26.9,18.62
165811,7,4/07/2019,2,21.9,15.72
170295,4,9/02/2019,-11,24.5,15.78
170936,5,1/03/2019,8,39,30.13
199219,6,22/02/2019,11,89,78.02
174022,8,5/10/2018,4,239,191.9
172551,7,13/09/2018,5,93.9,78.6
170936,5,11/08/2018,4,39,30.05
165811,7,16/05/2019,6,21.9,29.62
199219,8,9/04/2019,2,89,77.33
199219,6,4/05/2019,16,89,77.65
194516,6,3/11/2018,1,45.6,27.19
172671,7,12/04/2019,1,19.9,10.9
200838,4,7/03/2019,19,95,80.45
170936,6,13/02/2019,-10,39,30.13
194516,6,22/06/2019,5,43.8,27.44
199219,4,4/07/2019,1,89,78.76
199219,6,6/07/2018,9,87.9,77.5
170936,8,14/07/2019,9,39,32.42
194516,8,25/11/2018,10,38.7,27.19
174022,9,23/11/2018,6,261.45,195.74
174022,4,17/01/2019,14,239,192.4
170936,8,11/07/2018,3,39,30.06
199219,7,21/04/2019,4,89,77.52
167108,6,7/02/2019,-3,27.9,18.57
170295,8,27/04/2019,9,24.5,15.79
200838,5,2/05/2019,17,95,84.99
170936,5,5/12/2018,11,39,30.08
199219,7,24/06/2019,5,89,78.77
170936,4,17/08/2018,4,39,30.05
172551,7,5/08/2018,2,90.5,78.89
165811,8,26/10/2018,7,21.9,15.37
172551,6,24/07/2018,5,98.9,79.57
170936,6,15/03/2019,14,39,30.13
165954,6,29/01/2019,10,8.7,5.87
176139,9,20/11/2018,4,208.95,151.01
200838,7,14/09/2018,10,94.9,84.54
200838,6,5/11/2018,5,95,85.53
176139,5,7/12/2018,3,199,147.42
172551,6,3/06/2019,5,92,82.67
199219,6,8/07/2018,12,87.9,77.5
199219,5,5/06/2019,7,89,78.76
172551,7,21/12/2018,11,90.5,82.87
172551,9,22/11/2018,15,95.03,84.18
200838,7,11/03/2019,3,133,80.34
167108,7,3/12/2018,2,27.9,20.82
200838,4,4/01/2019,7,87.9,81.39
194516,5,12/05/2019,3,43.8,27.44
200838,5,25/10/2018,4,95,85.53
170295,4,18/09/2018,3,29.9,18.9
172551,4,3/08/2018,14,90.5,80.62
165811,5,8/08/2018,4,20.9,15.71
174022,4,18/12/2018,13,259,189.51
174022,7,7/01/2019,7,239,191.7
169281,8,8/02/2019,-4,21.9,15.31
172551,4,21/07/2018,1,98.9,80.21
174022,8,25/04/2019,3,239,192.31
194516,4,16/03/2019,1,46.5,28.57
174022,7,6/11/2018,3,256,194.32
170936,6,9/11/2018,4,39,30.06
170936,5,21/02/2019,12,39,30.13
199219,8,9/07/2019,5,89,78.67
200838,4,15/02/2019,-2,95,81.39
167108,6,4/02/2019,-2,27.9,18.57
165954,5,11/07/2019,1,8.7,5.83
170295,7,3/08/2018,1,29.9,17.75
170936,7,16/07/2018,12,39,30.05
199219,7,2/11/2018,9,89,78.14
172551,5,17/09/2018,2,98.9,81.84
169281,7,16/07/2019,8,21.9,16.09
200838,7,22/02/2019,5,95,81.29
200838,6,31/10/2018,6,95,85.53
176139,6,27/10/2018,2,229,148.22
170295,6,16/11/2018,12,24.5,16.05
170295,7,24/01/2019,14,24.5,15.8
170936,5,19/04/2019,6,39,30.13
171979,6,24/11/2018,1,42.6,28.37
165954,7,7/06/2019,2,8.7,5.87
170936,6,9/01/2019,7,39,28.05
172551,6,21/09/2018,6,86.7,81.84
167108,8,14/08/2018,2,24.9,21.51
165811,6,24/11/2018,17,21.9,15.52
194516,6,12/10/2018,6,45.6,27.19
176139,7,13/06/2019,1,197,141.85
199219,6,9/11/2018,5,89,78.32
170295,8,13/04/2019,1,24.5,15.79
174022,7,21/12/2018,25,249,194
200838,5,24/11/2018,7,95,85.68
171979,6,10/06/2019,2,50.4,28.95
167108,5,6/08/2018,2,30.3,18.52
199219,5,7/02/2019,-11,89,78.09
200838,7,15/07/2018,16,94.9,84.42
172551,7,10/11/2018,3,93.9,83.64
200838,7,22/07/2018,9,94.9,84.43
174022,5,16/07/2018,1,259,193.72
170295,7,18/10/2018,3,24.5,16.05
165811,5,31/12/2018,7,21.9,15.74
165811,4,28/11/2018,9,21.9,15.55
176139,7,10/05/2019,5,197,141.85
167108,6,13/08/2018,5,24.9,18.93
165811,6,22/03/2019,26,21.9,15.75
171979,4,24/09/2018,2,42.6,28
199219,8,18/03/2019,2,133.5,77.13
167108,7,1/12/2018,8,27.9,20.84
176139,7,24/04/2019,4,197,142
194516,5,30/09/2018,2,45.6,28.63
167108,8,29/04/2019,2,26.9,18.62
169281,6,17/03/2019,1,21.9,15.17
194516,5,24/07/2019,4,43.8,27.44
170936,6,16/04/2019,12,39,30.13
167108,7,24/04/2019,1,26.9,18.62
200838,4,5/09/2018,21,94.9,84.86
170295,7,16/10/2018,20,24.5,16.05
194516,8,18/06/2019,1,43.8,27.44
174022,5,30/12/2018,12,259,189.3
169281,7,10/08/2018,1,34.7,18.46
200838,7,21/02/2019,13,95,81.29
176139,4,3/05/2019,6,197,141.85
174022,7,11/02/2019,-11,239,192.69
200838,7,22/12/2018,7,87.9,81.86
165811,6,7/10/2018,5,21.9,15.37
194516,4,17/07/2019,5,43.8,27.44
172551,4,5/10/2018,2,98.9,81.85
176139,5,1/10/2018,1,214,152.67
194516,6,29/09/2018,1,45.6,28.63
174022,8,12/07/2018,1,239,200.65
176139,4,16/08/2018,1,214,152.38
174022,4,23/01/2019,1,259,192.68
194516,4,20/07/2019,3,43.8,27.44
176139,8,10/11/2018,3,229,148.05
170936,8,14/01/2019,6,39,28.05
170936,5,8/07/2018,8,39,30.06
174022,5,12/05/2019,2,239,204.18
165811,4,28/12/2018,2,21.9,15.74
167108,4,24/11/2018,8,38.9,20
200838,8,14/05/2019,15,95,153.19
170069,8,24/01/2019,1,59.9,45.4
199219,5,20/02/2019,16,89,78.09
194516,8,17/04/2019,4,43.8,27.5
169281,7,25/06/2019,3,21.9,16.23
170069,5,9/01/2019,2,59.9,45.38
176139,4,23/01/2019,3,183,141.73
200838,6,13/05/2019,4,95,158.39
194516,4,11/03/2019,1,46.5,28.57
170295,7,19/07/2019,2,26,17.65
172551,6,6/05/2019,30,90.5,80.69
199219,6,11/07/2018,7,90.9,77.5
171979,5,22/01/2019,5,43.5,28.12
170295,4,9/09/2018,11,29.9,18.9
174022,6,30/05/2019,5,239,203.29
176139,6,29/03/2019,1,199,142
167108,5,29/05/2019,2,26.9,18.62
172671,7,9/03/2019,1,27.86,10.88
170295,8,29/03/2019,2,36.75,15.78
199219,5,31/08/2018,9,87.9,77.02
174022,8,27/07/2019,7,239,199.95
199219,6,15/07/2018,3,90.9,77.5
170936,5,23/02/2019,6,39,30.13
171979,5,2/04/2019,9,44.4,28.95
170069,4,12/07/2018,2,62.9,45.21
199219,5,30/07/2019,6,89,78.77
167108,6,12/07/2018,12,24.9,18.93
170936,4,30/07/2019,6,39,32.45
194516,7,18/12/2018,3,38.7,27.25
172551,4,22/10/2018,3,90.5,81.78
172551,8,5/12/2018,1,86.7,81.21
165954,5,18/01/2019,2,8.7,5.87
174022,5,9/06/2019,2,239,201.02
200838,6,25/02/2019,5,95,82.88
170936,7,9/05/2019,8,41.4,30.15
165954,7,6/04/2019,1,8.7,5.87
199219,6,24/10/2018,7,89,78.29
171979,5,3/11/2018,1,46.3,28.11
194516,6,24/03/2019,3,46.5,28.59
174022,6,22/05/2019,4,239,203.79
200838,5,15/12/2018,15,95,84.98
170936,6,16/11/2018,7,39,30.06
170936,6,1/06/2019,9,39,30.16
174022,7,7/03/2019,19,334.6,194.21
170295,6,13/09/2018,1,29.9,18.91
170295,8,29/09/2018,2,29.9,17.33
171979,6,25/02/2019,1,43.5,28.38
199219,5,7/12/2018,8,89,78.57
170936,4,15/07/2019,3,39,32.41
200838,8,2/01/2019,1,95,81.7
170295,5,7/10/2018,7,24.5,16.14
170069,6,21/07/2018,2,62.9,45.2
165954,8,28/06/2019,2,8.7,5.87
170936,4,22/02/2019,2,39,30.13
199219,5,22/03/2019,7,89,77.18
171979,8,6/11/2018,1,46.3,28.11
170936,6,1/02/2019,-5,39,30.13
170295,6,2/04/2019,1,24.5,15.79
199219,5,5/09/2018,1,90.9,76.74
170936,7,27/08/2018,8,39,30.05
174022,6,17/06/2019,4,239,200.08
171979,8,27/09/2018,15,42.6,28.11
199219,7,9/04/2019,4,89,77.52
200838,4,14/08/2018,3,94.9,84.2
169281,6,27/07/2019,6,21.9,15.54
171979,5,7/10/2018,1,49.6,28.08
194516,8,29/06/2019,9,43.8,27.44
169281,4,7/10/2018,4,21.9,16.09
172551,8,1/07/2019,15,86.7,81.18
170936,4,14/06/2019,3,39,30.92
172551,6,21/04/2019,6,93.9,78.96
199219,6,15/03/2019,2,89,77.16
176139,6,25/01/2019,6,183,142
194516,7,14/01/2019,1,46.9,27.94
174022,4,1/09/2018,15,239,190.64
172551,8,22/07/2019,4,92,82.16
194516,6,10/05/2019,3,43.8,27.44
170069,7,3/07/2019,2,59.9,42.62
167108,4,15/04/2019,1,,18.62
170295,5,30/10/2018,16,24.5,16.08
199219,6,4/07/2018,17,87.9,77.5
170069,6,7/06/2019,1,59.9,42.34
165811,4,3/11/2018,23,21.9,15.37
200838,4,24/12/2018,8,87.9,81.97
176139,7,19/08/2018,9,194.24,152.54
170295,4,7/02/2019,-4,24.5,15.78
176139,7,16/06/2019,4,197,141.85
199219,4,25/04/2019,6,89,78.2
167108,6,14/07/2019,5,26.9,18.58
171979,7,27/11/2018,9,42.6,28.16
165811,6,20/07/2019,1,21.9,15.72
200838,7,10/04/2019,5,95,81.47
176139,5,20/10/2018,1,214,149.45
194516,4,20/11/2018,7,38.7,27.41
172551,6,23/04/2019,11,93.9,78.96
171979,7,30/10/2018,11,42.6,28.11
170936,6,8/09/2018,2,39,30.06
167108,7,17/10/2018,1,38.3,18.6
165811,5,9/11/2018,19,21.9,15.37
194516,8,19/04/2019,6,43.8,27.49
200838,6,16/09/2018,13,94.9,84.92
172551,7,11/07/2019,3,92,79.97
169281,8,2/03/2019,1,32.85,15.31
172671,4,31/07/2019,1,19.9,11.05
174022,8,13/01/2019,2,239,189.3
165811,7,7/10/2018,4,21.9,15.37
174022,7,7/07/2018,12,229,191.09
200838,5,11/05/2019,24,95,85.16
165811,4,18/08/2018,14,20.9,15.71
169281,5,20/07/2018,1,34.7,17.37
170936,9,10/11/2018,34,40.95,30.66
171979,7,24/02/2019,12,43.5,28.42
169281,5,10/01/2019,1,21.9,16.09
172551,5,25/11/2018,13,90.5,86.01
174022,6,24/08/2018,25,239,190
167108,7,16/04/2019,4,26.9,18.62
171979,6,15/02/2019,-2,46.3,29.57
170069,5,24/09/2018,1,83.9,44.45
200838,6,10/03/2019,5,95,81.92
194516,4,15/06/2019,3,43.8,27.44
200838,8,18/03/2019,1,142.5,80.76
200838,4,21/02/2019,9,95,81.39
170936,8,21/01/2019,7,39,28.05
170936,8,23/06/2019,5,39,31.98
172551,8,6/11/2018,4,93.9,82.42
165811,7,24/11/2018,6,21.9,15.63
170936,4,17/07/2019,7,39,32.42
174022,4,17/04/2019,3,239,204.26
167108,6,3/04/2019,6,26.9,18.62
170295,8,23/12/2018,3,24.5,15.6
172551,6,13/02/2019,-2,90.5,83.04
170936,4,9/08/2018,7,39,30.05
199219,7,12/10/2018,5,89,78.07
170936,5,14/12/2018,11,39,30.08
199219,7,4/07/2019,2,89,78.77
167108,6,3/11/2018,14,24.9,20.59
170295,4,8/01/2019,19,24.5,15.8
194516,5,19/04/2019,8,43.8,27.45
165811,6,10/07/2019,11,21.9,15.72
170069,7,14/07/2018,1,62.9,45.19
165811,4,13/03/2019,4,21.9,15.75
199219,7,10/09/2018,2,99,77.17
176139,8,21/12/2018,1,199,147.38
199219,8,13/08/2018,26,83.5,77.88
171979,5,9/01/2019,2,43.5,28.14
199219,6,20/09/2018,39,82.5,77.45
174022,8,26/10/2018,11,229,191.9
167108,5,22/12/2018,15,27.9,18.6
200838,4,1/02/2019,-6,87.9,81.39
170295,7,24/08/2018,4,29.9,18.76
172551,8,11/01/2019,3,90.5,81.71
171979,8,21/07/2018,1,50.5,28.66
200838,4,3/03/2019,29,95,80.45
176139,8,25/01/2019,5,183,141.92
200838,8,12/07/2018,1,94.9,85.73
172551,4,16/08/2018,7,98.9,80.62
167108,4,21/05/2019,4,26.9,18.62
170936,8,9/07/2018,14,39,30.06
170936,5,19/10/2018,5,39,30.06
167108,4,16/10/2018,2,24.9,18.6
165811,6,27/05/2019,20,21.9,15.84
200838,5,4/07/2019,8,95,86.02
200838,5,1/05/2019,2,95,84.99
171979,6,16/11/2018,3,42.6,28.67
167108,6,16/02/2019,-13,27.9,18.57
199219,6,20/07/2019,3,89,78.75
174022,5,26/05/2019,3,239,204.18
170936,5,27/09/2018,10,39,30.06
200838,6,5/10/2018,10,95,85.53
167108,6,5/03/2019,13,27.9,18.56
174022,6,23/10/2018,10,229,189.49
167108,4,1/08/2018,1,30.3,18.55
172671,5,25/04/2019,1,19.9,10.97
172671,6,17/07/2019,1,19.9,11.06
170295,5,27/01/2019,2,24.5,15.8
171979,5,9/11/2018,1,46.3,28.11
165811,7,27/07/2018,3,20.9,15.6
167108,4,29/08/2018,1,30.3,18.52
171979,8,3/09/2018,2,42.6,26.8
167108,5,15/02/2019,-2,27.9,18.56
170936,6,26/02/2019,3,39,30.13
170295,4,15/02/2019,-21,24.5,15.78
194516,5,13/11/2018,3,45.6,27.6
170936,8,17/01/2019,10,39,28.05
194516,4,17/02/2019,-2,46.9,27.26
170936,5,13/03/2019,6,39,30.13
176139,5,18/08/2018,3,214,152.59
172671,7,27/04/2019,1,19.9,10.98
199219,6,13/02/2019,-13,89,78.02
199219,4,25/07/2019,5,89,78.76
176139,8,25/09/2018,3,214,152.67
200838,4,3/12/2018,10,95,85.69
167108,5,16/10/2018,5,24.9,18.85
165811,7,18/10/2018,6,21.9,15.37
167108,6,24/11/2018,4,38.9,25.98
171979,8,26/04/2019,1,50.4,28.95
167108,5,14/10/2018,10,24.9,18.85
170295,7,14/09/2018,1,29.9,18.9
199219,7,1/04/2019,9,89,77.73
171979,4,13/08/2018,1,49.6,28.66
200838,4,10/06/2019,7,95,84.82
172551,5,24/02/2019,1,98.9,82.18
199219,7,19/04/2019,6,89,77.52
165811,6,30/03/2019,31,21.9,15.83
199219,6,19/07/2018,3,90.9,77.5
172671,5,15/11/2018,4,19.9,10.54
174022,4,18/01/2019,18,239,192.66
165811,6,8/11/2018,30,21.9,15.37
174022,8,10/08/2018,5,239,190
165811,5,7/08/2018,8,20.9,15.71
170295,8,6/08/2018,1,29.9,18.29
170936,6,17/09/2018,5,39,30.06
199219,6,22/07/2018,7,90.9,77.5
172551,5,13/02/2019,-10,90.5,82.18
171979,6,3/05/2019,1,50.4,28.95
170936,6,29/07/2019,10,39,32.45
165811,8,2/07/2019,12,21.9,15.72
200838,8,17/05/2019,18,95,153.19
167108,6,2/07/2018,3,30.3,19.35
199219,4,4/01/2019,11,89,78.02
170069,7,18/07/2018,2,62.9,45.06
167108,7,16/01/2019,7,27.9,18.64
167108,7,12/06/2019,2,26.9,18.58
165811,4,18/07/2019,16,21.9,15.72
200838,8,30/08/2018,4,95.9,85.27
170936,8,13/01/2019,8,39,28.05
171979,5,24/04/2019,4,50.4,28.95
169281,7,7/12/2018,1,21.9,15.46
167108,4,27/07/2019,7,26.9,18.58
174022,4,7/10/2018,3,259,193.35
170936,8,30/10/2018,11,39,30.06
200838,5,8/12/2018,3,95,85.72
199219,7,10/02/2019,-3,89,77.32
174022,8,26/07/2019,4,239,199.95
200838,6,28/05/2019,5,95,84.7
170936,6,26/07/2019,10,39,32.45
172551,8,22/03/2019,18,130.05,79.16
199219,8,1/05/2019,2,89,77.83
200838,6,1/02/2019,-3,95,82.88
167108,9,3/11/2018,2,26.15,19.05
